proverbs ,meaning
"Ọ̀gbágbá wọlẹ̀, ó ku àtiyọ.  ",Some ventures that are easy at the start prove mightily intractable down the line.
Ọgbọ́n àgbọ́njù ní ń pa òdù ọ̀yà. ,Too much cleverness brings trouble.
"Ọgbọ́n àgbọ́njù ní ń sọ ẹni diwin; bí oògún bá pọ̀ lápọ̀jù a sọni di wèrè; bóbìnrín bá gbọ́n àgbọ́njù, péńpé laṣọ ọkọ ẹ̀ ń mọ. ",People who are too cunning are headed for trouble; a man who marries too cunning a woman is headed for trouble.
"Ọgbọ́n ọdúnnìí, wèrè ẹ̀míì. ",What seems wise now may appear like lunacy in hindsight.
Ọgbọ́n pẹ̀lú-u sùúrù la fi ń mú erin wọ̀lú. ,The most difficult tasks can be accomplished with wisdom and patience.
"Ọjọ́ tí a ó bàá nù, gágá lara ń yáni. ",Disaster attends overenthusiasm.
Ọjọ́ tí a to ọkà a ò to ti èkúté mọ́ ọ. ,One hardly ever plans for trouble.
"Ọjọ́ tí àgbẹ̀ ṣíṣe-é bá di kíyèsílẹ̀, ká ṣíwọ́ oko ríro. ","If the basic condition for a trade is interdicted, one should no longer engage in that trade."
"Ọjọ́ tí elétutu-ú bá máa fò, ìjàm̀pere kì í rìn.",Only cunning will deliver one’s prey into one’s hands.
Ọ̀kánjúwà àgbẹ̀ tí ńgbin òwú sóko àkùrọ̀. ,Greed sometimes makes people work against their own interests.
Ọ̀kánjúwà baba àrùn. ,There is no disease like greed.
Ọ̀kánjúwà baba olè; àwòròǹṣoṣò-ó wo ohun olóhun má ṣẹ̀ẹ́jú. ,Covetousness leads to stealing.
"Ọ̀kánjúwà èèyàn-án dé àwùjọ, ó wòkè yàn-yàn-àn-yàn. ",The covetous person is always on the lookout for something.
Ọ̀kánjúwà kì í mu ẹ̀jẹ̀ ẹlòmíràn; ẹ̀jẹ̀ ara ẹ̀ náà ní ń mu. ,Greed recoils on the greedy.
Ọ̀kánjúwà ò ṣéé fi wá nǹkan. ,One should be patient in seeking one's fortune.
Ọ̀kánjúwà ológbò tó jókòó sẹ́nu ọ̀nà: ṣé eku eléku ló fẹ́ pa jẹ? ,Greedy people are never satisfied with what they have.
Ọ̀kánjúwà Oníṣàngó ní ń sọ ọmọ-ọ rẹ̀ ní Bámgbóṣé; ìwọ̀n oṣé tí a lè gbé là ń gbé. ,Avoid avarice.
"Ọ̀kánjúwà pẹ̀lú olè, déédé ni wọ́n jẹ́ . ",Covetousness is as bad as stealing.
"Ọ̀kánjúwà-á bu òkèlè, ojù ẹ̀-ẹ̀ lami. ",Greed has its pains also.
"Ọ̀kánjúwà-á pín ẹgbàafà nínú ẹgbàaje; ó ní kí wọ́n pín ẹgbàá kan tó kù, bóyá igbiwó tún lè kan òun. ",Greed knows no limits.
"Ọ̀kẹ́rẹ́ gorí ìrókò, ojú ọd dá. ","When affairs have gone out of one’s control, one should cease worrying."
"Ọkọ̀ ńjò, ọkọ̀ ńjò! Ìgbà tó bá rì, kò parí ná? ",There is little one can do about a problem whose outcome is inevitable.
Ọ̀kọ̀ọ̀kan lọwọ̀ ń yọ. ,Huge problems usually build up gradually.
Ọkùnrin tó fẹ́ òjòwú méjì sílé ò rẹ́ ni fi ṣọ́lé. ,Jealousy is a terrible quality in a spouse.
Ọ̀kùn-ún mọ̀nà tẹ́lẹ̀ kójú ẹ̀ tó fọ́. ,The old knew how to live before they became frail.
"‘‘ Ọ̀la ni mò ńlọ,’’ tí ńfi koto ṣe àmù.",Shortsighted people make little provision for the future.
‘‘Ọlá ò jẹ́ kí nríran’’; ọmọ Èwí Adó tí ń tanná rìn lọ́sàn-án.,One should not allow one’s good fortune to go to one’s head.
Ọ̀làjà ní ń fi orí gbọgbẹ́ . ,The peacemaker is likely to suffer for his pains.
Ọlọ́dẹ kì í torí atẹ́gùn yìnbọn. ,One should be deliberate and attentive in pursuing one’s profession.
Ọlọ́gbọ́n bẹẹrẹ-ẹ́ pète ìgárá. ,Too much cunning is like thievery.
"Ọmọ adìẹ́ fò, a ní ‘‘Ẹrán lọ àkẹ́ẹ̀!’’ ",Do not blow matters out of all credible proportion.
Ọmọ inú ayò ò ṣéé bá bínú. ,One should not blame one’s misfortune on innocent people.
"Ọmọ orogún ẹ-ẹ́ kú, o ní ẹní rí ẹ lọ́run ò purọ́; bí tì bá kú ńkọ́? ",One should not go overboard in sharing other people’s sorrow.
"Ọmọdé bú ìrókò, ó bojú wẹ̀hìn; òòjọ́ ní ń jà? ",The fact that there has been no repercussion for a misdeed does not mean one is home free; repercussions may be delayed.
"Ọmọdé jí ti ojú orun wá, ó ní ‘‘Àkàrà kéjìkéjì’’; wọ́n ti ń mú u kẹ́ẹ̀ kó tó jí, ì ká ká níkẹ̀? ",Never misuse what those before you made available to you by their wise husbandry. 
"Ọmọrí odó pani lọ́tọ̀, ká tó wí pé ká kùn ún lóògùn.","Overkill is pointless; if a situation is dangerous enough as it is, one should not aggravate it by acting provocatively."
Ọ̀mùtí ò mu agbè já. ,There is a limit to the pleasure a drunk can get from a bottle.
Ọ̀nà ẹ̀bùrú dá ọwọ́ olúwa-a rẹ̀ tẹlẹ̀. ,There are perils to taking paths one is not familiar with.
Ọ̀nà ìgbàlẹ̀ a máa já sọ́run. ,People who do the forbidden may pay dearly for their temerity.
"Ọ̀nà là ń ṣì mọ̀nà; bí a ò bá ṣubú, a kì í mọ ẹrù-ú dì. ",Errors and failures are opportunities to learn.
Ọ̀nà ni yó mùú olè; ahéré ni yó mùú olóko. ,"When the habitual wrongdoer comes to grief, it will be in the course of his wrong doing."
"Ọ̀nà ọ̀fun, ọ̀nà ọ̀run: méjèèjì bákannáà ni wọ́n rí. ",One’s throat may lead to one’s death
"Ọ̀pá àgbéléjìká, a-tẹ̀hìn-lójú. ",Said of people who pay no attention to their future.
Ọ̀pọ̀ oògùn ní ń ru ọmọ gàle-gàle. ,A person who lacks moderation is like someone overpowered by bad medicine.
"Ọ̀pọ̀lọ́ lejò ń bùjẹ, tí à ń wí pé ilẹ̀-ẹ́ rorò? ",Do not make too much of insignificant events.
Ọ̀ràn kì í ỳ lórí alábaun. ,Said of people who are invariably the source of problems.
Ọ̀ràn ńlá-ńlá ní ń bá àpá; ọ̀ràn ṣẹ́kú ṣẹ́kú ní ń bá oṣè. ,Different people have different levels of vulnerability.
"Ọ̀ràn ò dun gbọ̀ọ̀rọ̀; a dá a láàárọ̀, ó yọ lálẹ́. ",Said of people who are unimpressed by correction or punishment.
Ọ̀ràn ọ̀gẹ̀dẹ̀ ò tó ohun tí à ń yọ àdá sí.,Do not make too much of a minor crisis.
Ọ̀ràn ọkà-á ní ìba; ayé ní òṣùwọ̀n. ,To everything there is a proper limit.
Ọ̀rọ̀ lọmọ etí ń jẹ. ,People who misbehave must endure tongue lashing.
"Ọ̀rọ̀ ò pọ̀, àkàwé-e rẹ̀ ló pọ̀. ",Creating a problem is easy; explaining it is not quite as easy.
Ọ̀rọ̀ púpọ̀ ò kún agbọ̀n; irọ́ ní ń mú wá. ,Brevity is wise in discussions; wordiness leads to invention.
Ọ̀rọ̀ tí a dì ní gbòdògì: bo déwée kókò yó fàya. ,"If delicate matters are handled carelessly, the result will be the opposite of what was desired."
"Ọ̀rọ̀ tí ò ní ohùn fífọ̀, dídákẹ́ ló yẹ . ",Matters that should not be mentioned should be left unbroached.
Ọ̀ṣọ́ oníbùjé ò pé isán; ọ̀ṣọ́ onínàbì ò ju ọdún lọ. ,Fast living plays havoc with people’s looks.
Ọ̀tọ̀ọ̀tọ̀ là ń tẹ ẹrẹ̀; ọ̀tọ̀ọ̀tọ̀ là ń tẹ eruku. ,"With great care, one can extricate oneself safely from any problem. "
"Ọ̀wọ́n yúnlé, ọ̀pọ̀-ọ́ yúnjà.","If one overprices one’s goods, one will find no takers."
"Ọwọ́-ọ baba lẹ wò, ẹ ò wo ẹsẹ̀-ẹ baba. ",People who do not pay attention to details are likely to go astray.
Pala-pálà kì í ṣe ẹran àjẹgbé; ẹ ṣáà máa mu àgúnmu. ,One pays for one’s indiscretions by and by.
"Pápá tó ní òun ó jòó wọ odò, ọ̀rọ̀ ló fẹ́ẹ́ gbọ́. ",Abstain from actions that will provoke others’ ire.
Paramọ́lẹ̀-ẹ́ kọ ọ̀ràn àfojúdi. ,"Certain situations are not to be taken lightly, lest they result in painful repercussions."
Pẹ̀lẹ́ -pẹ̀lẹ́ lejò-ó fi ń gun àgbọn. ,Dangerous and difficult tasks should be attempted with care and patience.
"Pẹ̀tẹ̀pẹ́tẹ̀ ọ̀rọ̀, a-ta-síni-lára-má-wọ̀n-ọ́n. ",Injury once spoken cannot be recalled. 
"Pípẹ́ ni yó pẹ̀ẹ́, agbọ̀n á bo adìẹ. ","One may put it off a while, but one cannot avoid one’s fate. "
"Pípẹ́ ni yó pẹ̀ẹ́, akólòlò á pe baba. ",With perseverance the most difficult task will be accomplished.
"Pípẹ́ ni yó pẹ̀ẹ́, akọ̀pẹ yó wàá sílẹ̀. ","With patience, what one desires will eventually happen."
"Pípẹ́ ni yó pẹ̀ẹ́, amòòkùn yó jàáde nínú odò.","If one is patient, what is bound to happen will eventually happen."
"Pípẹ́ ni yó pẹ̀ẹ́, èké ò mú rá.",Truth will unfailingly triumph in the end.
"Pípẹ́ ni yó pẹ̀ẹ́, ẹní lọ sódò á bọ̀ wálé.",There is no journey that does not end sometime.
"Pípẹ́ ni yó pẹ́ẹ́, Ọ̀rúnmìlà yó jẹ àgbàdo dandan. ",What one deserves will unfailingly come one’s way in the end.
Rò ó kóo tó ṣe é; ó sàn ju kóo ṣé kóo tó rò ó. ,Plan ahead
"Rọra dì, ká lè bá ọ sá.",A person who wants other people’s help must lighten his or her baggage.
Sà á bí olóògùn-ún ti wí. ,"Always follow instructions, and do not presume to know better than your instructor."
Sùúrù loògùn ayé. ,Patience solves all problems.
Sùúrù-ú lérè. ,Patience is a useful quality to cultivate.
"Ṣàǹgbákó ró, a ní kò róo re, Ṣàǹgbàkù-ú gbè é lẹ́sẹ̀. ",Do not choose to do things that others before you have been condemned for doing.
"Ṣe-ká-rí-mi, alájá tó so ẹ̀gi mọ́rùn. ",Do not go to too great lengths to call people’s attention to yourself.
‘‘Ṣé kí n fìdí hẹ?’’ làfòmọ́ fi ń di onílé. ,"Give people an inch, and they are likely to take several miles."
"Ṣe-ǹ-ṣe dìwọ̀fà, bó ṣe é yó dẹrú-u wọn. ",One should desist from pursuits that have proved unprofitable.
Ṣe-ǹ-ṣe ewúrẹ́ làgùntàn ń fiyè sí. ,One would be wise to learn from the behavior and plight of fools.
‘‘Ta á sí i’’ kì í báni wá ọfà. ,People are ever eager to goad one to action but never to help one carry out the task.
"Ta ní rán Abẹ́lù wọ ọkọ̀, tó ní ọkọ̀ọ́ ri òun? ",People who get into trouble by their own actions should complain to no one.
‘‘Tàná là ń jà lé lórí’’ ló pa Baálẹ̀ẹ Kòmọ̀kan.,It is wise to let the past alone.
"Tantabùlù, aṣòróówọ̀ bí ẹ̀wù àṣejù. ",Disgrace is not a pleasant thing to live with.
Tìjà tìjà ní ń ṣe ará Ọ̀pọ́ndá. ,Said of people who are always out for a fight.
Tọ̀sán tọ̀sán ní ń pọ́n ìtalẹ̀ lójú; bílẹ̀-ẹ́ bá ṣú yó di olóńjẹ. ,Patience will bring what one lacks.
"Wàrà ò sí lónìí, wàrà-á wà lọ́la. ",Today’s want will be followed by tomorrow’s plenty.
Wẹ́rẹ́ wẹ́rẹ́ nikán ń jẹlé. ,Inconspicuous and imperceptible problems in time become huge disasters.
Wíwò-ó tó ìran.,One would do well just to watch spectacles and avoid becoming part of them.
 ‘‘Wó ilé ẹ kí n bá ọ kọ’’: ẹrù ikán kan ní ń pa fúnni. ,Never trust people who goad you into trouble with promises of help down the road.
Sùúrù ò lópin.,One must never tire of exercising patience.
"Wọ̀bìà-á yó tán, ó pe ẹgbẹ́ ẹ̀ wá. ",The freeloader  always seeks opportunities to take as much as possible from his or her benefactor.
"Wọ́n ní, ‘‘Ìbàrìbá, ọmọ ẹ-ẹ́ jalè.’’ Ó ní ‘‘A gbọ́ tolè tó jà; èwo lokùn ọrùn-un ẹ̀?’’ ","Punishment should fit the offense, not be disproportionate."
"Wọ́n purọ́ fún ọ, o ò gbà; o lè dé ìdí òótọ́? ","Since one can seldom be sure what the truth is, one would save oneself a great deal of grief by not always insisting on it."
Wọ́n torí ajá ń lóṣòó lọ fowó rọ̀bọ. ,One should not pass up something useful for something useless simply because the latter looks better.
"Yíyọ́ ẹkùn, tojo kọ́; ohun tí yó jẹ ní ń wá. ",Do not mistake people’s gentle nature for spinelessness.
"Yọkọlú-yọkọlú, kò ha tán bí? Ìyàwó gbọ́kọ ṣánlẹ̀, ọkọ́ yọké.",Said of braggarts who have been taken down a few notches.
"A hán ìkokò lọ́wọ́ ọ̀tún, a hán ìkokò lẹ́sẹ̀ òsì; ó ku ẹni tí yóò kò ó lójú. ",Inflicting such injuries on the hyena is no victory; it only makes the animal more dangerous.
A kì í dá ẹ̀rù okó ń lá ba arúgbó. ,A person who has seen everything is not easily frightened. 
A kì í dùbúlẹ̀ ṣubú. ,Hunger cannot make one faint and fall if one goes to sleep.
A kì í fi ojoojúmọ́ rí olè jà kó dà bí-i tọwọ́ ẹni. ,Self-sufficiency is far better than fortunate opportunism.
A kì í fi ojú olójú ṣòwò ká jèrè. ,There is nothing like attending to one’s business oneself.
A kì í fi ojúbọ́rọ́ gba ọmọ lọ́wọ́ èkùrọ́. ,It takes effort to accomplish a good end.
A kì í gbọ́ ‘‘gbì’’ ìràwé. ,Incantatory assertion that an accident will not befall the subject.
A kì í mọ ibi tí à ń lọ kí ọrùn ó wọ ẹni. ,"If one knows the size of the task, one should regulate one’s effort accordingly."
"A kì í sọ pé ọjà-á nígbà; bó bá nígbà, kíníṣe tí wọ́n tún ń ná a? ",Any time is a good time to trade.
A kì í ṣe ọ̀jẹ̀ ṣe ojú tì mí; konko lojú alágbe. ,One must assume the attitude one’s trade demands.
A kì í ṣe ọ̀tẹ̀ eranko gán-ń-gán; bí a bá he ìgbín àdá là ń nà á. ,Give your all to every enterprise you embark upon.
A kì í walẹ̀ fún adìẹ jẹ. ,Each person is responsible for his or her own welfare.
"À ń pa ẹ̀kukù, ẹ̀kukù ń rúwé; à ń yan nínú aṣẹro, aṣẹro ń dàgbà; à ń kébòsí Ògún, ara Ògún ń le. ","Because the two plants are hardy and virtually indestructible, and Ògún is the formidable god of metals and war, the proverb bespeaks resilience and invulnerability. "
"À ń pòyì ká apá, apá ò ká apá; à ń pòyì ká oṣè, apá ò ká oṣè; à ń pòyì ká kàǹga, kò ṣé bínú kó sí. ",The three items listed are formidable in their different ways and have nothing to fear from people. 
‘‘A ò mọ̀yí Ọlọ́run yó ṣe’’ kò jẹ́ ká bínú kú.,Often it is hope that keeps people going.
"A pa ẹmọ́ lóko ilá, a jù ú sí ọ̀kẹ́ ìlasa; ilé ẹmọ́ lẹmọ́ lọ. ",The resourceful person will find a way to adapt to any situation.
"Ààrẹ àgòrò tó bá gbójú, tòun tolúwa-a rẹ̀ lẹgbẹ́ra. ",Audaciousness will get one one’s way.
Abẹ́rẹ́ á lọ kí ọ̀nà okùn tó dí. ,"Unlike the thread’s, the passage of the needle through the cloth is ver smooth."
Abẹ̀wẹ̀ ń wá ọ̀tá fúnra ẹ̀.,It is best to be self-sufficient.
Abiyamọ ọ̀tá àgàn; ẹní ń ṣiṣẹ́ ọ̀tá ọ̀lẹ. ,The mother incurs the envy of a barren woman; the hard worker incurs the hatred of the idler.
"Aboyún bí, ìhá tù ú.",Relief comes in time to the persevering sufferer.
"Àdán tó sùn sídìí ọsàn ò rí he, áḿbọ̀sì oódẹ tó ní òún jí dé. ",The more persistent person will surely be rewarded before the less persistent.
